Posizione,ID_Giocatore,Nome_Giocatore,Nazionalità,Team_Pokémon
36,50,Davide Carrer,Italy,"Gholdengo, Rapid Strike Urshifu, Amoonguss, Iron Hands, Chien-Pao, Pelipper"
37,146,Gabriel Agati,Brazil,"Flutter Mane, Gyarados, Amoonguss, Iron Hands, Chi-Yu, Roaring Moon"
38,182,Sebastian Bisbal,Peru,"Flutter Mane, Rapid Strike Urshifu, Amoonguss, Iron Hands, Galarian Moltres, Landorus Therian"
39,150,Paul Chua,USA,"Flutter Mane, Rapid Strike Urshifu, Amoonguss, Iron Hands, Chien-Pao, Landorus Therian"
40,2495,Hodaka Hatakeyama,Japan,"Dragapult, Baxcalibur, Basculegion, Thundurus, Chien-Pao, Pelipper"
41,1518,Juan Benítez,Spain,"Flutter Mane, Rapid Strike Urshifu, Rillaboom, Hisuian Arcanine, Chien-Pao, Tornadus"
42,1827,Aurélien Soula,France,"Flutter Mane, Rapid Strike Urshifu, Rillaboom, Hisuian Arcanine, Chien-Pao, Tornadus"
43,76,Flavio del Pidio,Italy,"Flutter Mane, Hisuian Goodra, Amoonguss, Iron Hands, Chi-Yu, Landorus Therian"
44,1,Baris Akcos,Germany,"Gholdengo, Basculegion, Breloom, Hisuian Arcanine, Chien-Pao, Roaring Moon"
45,188,Alberto Lara,USA,"Flutter Mane, Kingambit, Amoonguss, Heatran, Gastrodon, Landorus Therian"
46,2496,Taeseok Roe,Korea,"Flutter Mane, Basculegion, Amoonguss, Heatran, Thundurus, Landorus Therian"
47,1153,Taran Birdee,Great Britain,"Gholdengo, Rapid Strike Urshifu, Amoonguss, Iron Hands, Chien-Pao, Pelipper"
48,30,Melvin Keh,Singapore,"Gholdengo, Rapid Strike Urshifu, Rillaboom, Hisuian Arcanine, Farigiraf, Tornadus"
49,470,Renzo Navarro,Peru,"Flutter Mane, Rapid Strike Urshifu, Amoonguss, Iron Hands, Galarian Moltres, Landorus Therian"
50,2497,Kengo Hirata,Japan,"Flutter Mane, Single Strike Urshifu, Rillaboom, Heatran, Cresselia, Dragonite"
51,646,Florian Henry,France,"Flutter Mane, Single Strike Urshifu, Ursaluna, Heatran, Farigiraf, Tornadus Therian"
52,2498,Yang Da,Taiwan,"Flutter Mane, Rapid Strike Urshifu, Mimikyu, Galarian Moltres, Chien-Pao, Dragonite"
53,2499,Yuma Miyamoto,Japan,"Flutter Mane, Rapid Strike Urshifu, Rillaboom, Heatran, Chien-Pao, Tornadus"
54,1706,Michael Navas,Chile,"Hatterene, Torkoal, Hisuian Lilligant, Armarouge, Female Indeedee, Ursaluna"
55,941,Jiseok Lee,Korea,"Flutter Mane, Rapid Strike Urshifu, Rillaboom, Hisuian Arcanine, Chien-Pao, Tornadus"
56,2500,Ren Kotorii,Japan,"Flutter Mane, Single Strike Urshifu, Torkoal, Hisuian Arcanine, Farigiraf, Landorus"
57,2501,Kanade MizuguChi,Japan,"Flutter Mane, Single Strike Urshifu, Amoonguss, Heatran, Tornadus, Landorus Therian"
58,33,Eric Rios,Spain,"Flutter Mane, Rapid Strike Urshifu, Rillaboom, Heatran, Tornadus, Ursaluna"
59,2502,Kai Yazawa,Japan,"Mimikyu, Rapid Strike Urshifu, Zapdos, Heatran, Chien-Pao, Dragonite"
60,1704,Joaquín Salerno,Argentina,"Basculegion, Iron Hands, Rillaboom, Heatran, Farigiraf, Landorus Therian"
61,2503,Wayne Yu,Hong Kong,"Gholdengo, Rapid Strike Urshifu, Rillaboom, Mimikyu, Regidrago, Tornadus"
62,1073,Yuya Tada,Australia,"Gholdengo, Rapid Strike Urshifu, Amoonguss, Iron Hands, Chien-Pao, Landorus Therian"
63,2504,Yohei Yamane,Japan,"Gholdengo, Rapid Strike Urshifu, Rillaboom, Mimikyu, Regidrago, Tornadus"
64,1292,Alfredo Chang,Australia,"Flutter Mane, Tornadus, Amoonguss, Iron Hands, Chi-Yu, Landorus Therian"
65,175,Paul Ruiz,Ecuador,"Gothitelle, Rapid Strike Urshifu, Amoonguss, Ursaluna, Volcarona, Roaring Moon"
66,2505,Mizuki Sasaki,Japan,"Flutter Mane, Heatran, Amoonguss, Iron Hands, Chien-Pao, Landorus Therian"
67,3,Simone Sanvito,Italy,"Flutter Mane, Rapid Strike Urshifu, Rillaboom, Hisuian Arcanine, Chien-Pao, Tornadus"
68,20,Nils Dunlop,Sweden,"Gholdengo, Rapid Strike Urshifu, Female Indeedee, Armarouge, Regidrago, Tornadus"
69,2478,Nicholas Kan,Australia,"Flutter Mane, Tornadus, Tatsugiri, Dondozo, Chi-Yu, Landorus Therian"
70,627,Patrick Donegan,USA,"Ting-Lu, Heatran, Abomasnow, Iron Hands, Farigiraf, Articuno"
71,1847,Nathan Rouby,France,"Flutter Mane, Single Strike Urshifu, Volcarona, Iron Hands, Iron Bundle, Tornadus"
72,1164,Thomas Gravouille,France,"Flutter Mane, Annihilape, Rillaboom, Heatran, Chien-Pao, Tornadus"
73,1497,Jack Clarke,Great Britain,"Gholdengo, Basculegion, Amoonguss, Iron Hands, Chien-Pao, Pelipper"
74,2506,Yuta Hiroki,Japan,"Flutter Mane, Single Strike Urshifu, Tornadus, Heatran, Cresselia, Ursaluna"
75,1817,Kurt Wonka,Austria,"Gholdengo, Grimmsnarl, Rillaboom, Volcarona, Gastrodon, Landorus Therian"
76,130,Chuppa Cross IV,USA,"Gholdengo, Basculegion, Tornadus, Iron Hands, Farigiraf, Pelipper"
77,648,Hippolyte Bernard,France,"Flutter Mane, Heatran, Amoonguss, Dragonite, Chien-Pao, Tornadus"
78,332,Justin Burns,USA,"Flutter Mane, Chi-Yu, Amoonguss, Iron Hands, Cresselia, Ursaluna"
79,1565,Marcus Dion,Canada,"Flutter Mane, Single Strike Urshifu, Tornadus, Hisuian Arcanine, Gholdengo, Landorus Therian"
80,402,Javier Valdes,Chile,"Gholdengo, Sneasler, Rillaboom, Chi-Yu, Female Indeedee, Iron Bundle"
81,2507,Jasdil Singh Deo,Malaysia,"Dragapult, Rapid Strike Urshifu, Rillaboom, Heatran, Chien-Pao, Farigiraf"
82,2508,Panyawut Noijan,Thailand,"Flutter Mane, Heatran, Cresselia, Iron Hands, Chien-Pao, Ursaluna"
83,1154,Alex Soto,Spain,"Flutter Mane, Chi-Yu, Amoonguss, Iron Hands, Tatsugiri, Dondozo"
84,1766,Luka Trejgut,USA,"Flutter Mane, Rapid Strike Urshifu, Rillaboom, Heatran, Kingambit, Tornadus"
85,1232,Jeremy Parson,USA,"Flutter Mane, Rapid Strike Urshifu, Rillaboom, Zapdos, Chien-Pao, Landorus Therian"
86,2509,Yusuke Tsuganezawa,Japan,"Arcanine, Palafin, Abomasnow, Iron Hands, Chien-Pao, Articuno"
87,529,Estephan Valdebenito,Chile,"Grimmsnarl, Rapid Strike Urshifu, Amoonguss, Gholdengo, Tornadus, Landorus Therian"
88,1871,Xiao Haotian,China,"Flutter Mane, Rapid Strike Urshifu, Amoonguss, Iron Hands, Cresselia, Chi-Yu"
89,2510,Satoru Mutsuno,Japan,"Heatran, Rapid Strike Urshifu, Amoonguss, Iron Hands, Chien-Pao, Landorus Therian"
90,1028,James Evans,USA,"Flutter Mane, Rapid Strike Urshifu, Rillaboom, Heatran, Gholdengo, Tornadus"
91,2511,Yuma Suzuki,Japan,"Flutter Mane, Gastrodon, Rillaboom, Hisuian Arcanine, Chien-Pao, Roaring Moon"
92,306,Enosh Shachar,USA,"Flutter Mane, Gastrodon, Grimmsnarl, Baxcalibur, Chi-Yu, Landorus Therian"
93,106,Luca Ceribelli,Italy,"Flutter Mane, Rapid Strike Urshifu, Amoonguss, Iron Hands, Chien-Pao, Landorus Therian"
94,1684,Galo Orbea,Ecuador,"Gholdengo, Rapid Strike Urshifu, Rillaboom, Hisuian Arcanine, Chien-Pao, Zapdos"
95,1503,Giulio Tarlao,Italy,"Flutter Mane, Single Strike Urshifu, Amoonguss, Iron Hands, Heatran, Gyarados"
96,1496,Rafael Busutil,Spain,"Flutter Mane, Heatran, Rillaboom, Iron Hands, Chien-Pao, Gyarados"
97,812,Wan Aqil,Malaysia,"Flutter Mane, Grimmsnarl, Tornadus, Iron Hands, Chi-Yu, Landorus Therian"
98,1096,Juan Salerno,Argentina,"Flutter Mane, Rapid Strike Urshifu, Rillaboom, Kingambit, Tornadus, Landorus Therian"
99,1487,Selahattin Sturm,Germany,"Flutter Mane, Single Strike Urshifu, Tornadus, Chi-Yu, Tatsugiri Stretchy Form, Dondozo"
100,2512,Jun Mikami,Japan,"Flutter Mane, Rapid Strike Urshifu, Amoonguss, Iron Hands, Cresselia, Ursaluna"
101,2513,Kazuya Kitasawa,Japan,"Flutter Mane, Rapid Strike Urshifu, Rillaboom, Hisuian Arcanine, Chien-Pao, Tornadus"
102,1880,Pan Si  Ming,Hong Kong,"Flutter Mane, Rapid Strike Urshifu, Rillaboom, Hisuian Arcanine, Sableye, Landorus"
103,1854,Marco Marras,Italy,"Flutter Mane, Single Strike Urshifu, Tornadus, Iron Hands, Chi-Yu, Landorus Therian"
104,319,Gavin Michaels,USA,"Gholdengo, Basculegion, Tornadus, Iron Hands, Farigiraf, Pelipper"
105,415,Meaghan Rattle,Australia,"Flutter Mane, Rapid Strike Urshifu, Heatran, Iron Hands, Cresselia, Ursaluna"
106,2514,Dorian Quiñonez,Peru,"Flutter Mane, Dondozo, Tornadus, Iron Hands, Chien-Pao, Landorus Therian"
107,351,Raghav Malaviya,USA,"Flutter Mane, Gastrodon, Rillaboom, Heatran, Grimmsnarl, Landorus Therian"
108,466,Hugo Nascimento,Brazil,"Flutter Mane, Rapid Strike Urshifu, Rillaboom, Heatran, Chien-Pao, Tornadus"
109,8,Kevin Salvetto,Italy,"Flutter Mane, Single Strike Urshifu, Glimmora, Thundurus, Tatsugiri, Dondozo"
110,174,Sam Pandelis,Australia,"Flutter Mane, Gyarados, Amoonguss, Iron Hands, Chi-Yu, Roaring Moon"
111,1759,Adam Cherfaoui,France,"Flutter Mane, Gyarados, Amoonguss, Iron Hands, Chien-Pao, Heatran"
112,2515,Francis Tai,Philippines,"Flutter Mane, Annihilape, Female Indeedee, Armarouge, Sneasler, Tornadus"
113,2516,Ryoma Okamoto,Japan,"Flutter Mane, Rapid Strike Urshifu, Amoonguss, Iron Hands, Chien-Pao, Landorus Therian"
